"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"29/2016","15/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8139/DELNP/2009","14/12/2009","""PROCESS FOR PREPARING BIARYLS""","CHEMISTRY","19","13","19/04/2023"
"29/2016","15/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","829/KOLNP/2007","08/03/2007","A DEVICE FOR MIXING AND DELIVERING A MEDICAMENT","MECHANICAL","68","33","19/04/2023"
"29/2016","15/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8538/DELNP/2009","29/12/2009","REMOVAL OF AROMATIC HYDROCARBONS FROM COKING GAS BY ABSORPTION.","CHEMISTRY","14","7","19/04/2023"
"29/2016","15/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8719/DELNP/2007","13/11/2007","""APPARATUS FOR MANUFACTURING A GAS BARRIER PLASTIC CONTAINER AND METHOD OF MAKING THEREOF""","MECHANICAL","84","22","19/04/2023"
"29/2016","15/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","911/CHENP/2008","25/02/2008","PHOSPHONATED RIFAMYCINS","CHEMISTRY","167","30","19/04/2023"
"29/2016","15/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","913/KOLNP/2011","02/03/2011","PREPARATION OF PROPYLENE COPOLYMER WITH DYNAMICALLY OPERATED REACTOR","POLYMER","24","16","19/04/2023"
"29/2016","15/07/2016","Chennai","CONVENTION APPLICATION","954/CHE/2009","24/04/2009","SYSTEM AND METHOD FOR DETERMINING LOCATION OF PHASE-TO-PHASE OR THREE-PHASE FAULT","ELECTRICAL","35","15","19/04/2023"
"29/2016","15/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","956/MUMNP/2010","10/05/2010","TWO-PART MOISTURE-CURABLE RESIN COMPOSITION","POLYMER","39","25","19/04/2023"
"29/2016","15/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","962/DELNP/2010","12/02/2010","""ALKYLPHOSPHONOUS ACIDS, SALTS AND ESTERS, METHODS FOR THE PRODUCTION THEREOF, AND USE OF SAME""","CHEMISTRY","59","20","19/04/2023"
"29/2016","15/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","984/CHENP/2007","07/03/2007","DRIVE AND METHOD FOR DETERMINING THE TYPE OF OPTICAL RECORD CARRIER.","ELECTRONICS","17","11","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1074/MUMNP/2010","20/05/2010","IMPROVING SOUND QUALITY BY INTELLIGENTLY SELECTING BETWEEN SIGNALS FROM A PLURALITY OF MICROPHONES","ELECTRONICS","57","38","19/04/2023"
"30/2016","22/07/2016","Mumbai","ORDINARY APPLICATION","1098/MUM/2006","11/07/2006","TRANSDERMAL MATRIX PATCH FOR CONTROLLED RELEASE OF MEDICAMENT","BIOMEDICAL","19","33","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","11/DELNP/2008","01/01/2008","''ARRANGEMENT  FOR  STEERING  RADIATION  LOBE  OF  ANTENNA''","ELECTRONICS","30","15","19/04/2023"
"30/2016","22/07/2016","Chennai","CONVENTION APPLICATION","1135/CHE/2007","31/05/2007","KEY FOR CYLINDER LOCK ESPECIALLY FOR LOCKING SYSTEMS","CIVIL","13","6","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","116/DELNP/2011","06/01/2011","""A PROCESS FOR FORMING A PARTIALLY NEUTRALIZED AMPHIPHILIC MULTIBLOCK COPOLYMER THERMOPLASTIC ELASTOMER COMPOSITION""","POLYMER","20","17","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","1166/DEL/2004","22/06/2004","""WEAVE SYSTEM OF JACQUARD TYPE, WEAVING LOOM EQUIPPED WITH SUCH A SYSTEM AND METHODS FOR ASSEMBLY AND DISMANTLING OF SUCH A SYSTEM""","TEXTILE","21","15","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1209/KOLNP/2009","30/03/2009","HANDOFF ACCESS METHOD AND DEVICE BASED ON RANDOM ACCESS CHANNEL","ELECTRONICS","22","10","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","1276/DEL/2006","26/05/2006","""PROCESS FOR MANUFACTURING A COILED INSERT OF COATED FILAMENTS""","MECHANICAL","33","7","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1295/KOLNP/2009","06/04/2009","METHODS OF SYNTHESIZING PHARMACEUTICAL SALTS OF A FACTOR XA INHIBITOR","CHEMISTRY","55","30","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1311/CHENP/2009","06/03/2009","METHOD AND SYSTEM FOR SECURE PROCESSING OF AUTHENTICATION KEY MATERIAL IN AN ADHOC WIRELESS NETWORK","COMPUTER","39","10","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1341/MUMNP/2008","27/06/2008","A CURRENT SOURCE AND METHOD OF FORMING THE SAME AND A DEVICE FOR CONVERTING THERMAL ENERGY INTO ELECTRICAL ENERGY","ELECTRONICS","33","10","19/04/2023"
"30/2016","22/07/2016","Mumbai","DIVISIONAL PCT NATIONAL PHASE APPLICATION","1354/MUMNP/2008","30/06/2008","APPARATUS AND METHOD FOR CONTROLLING REVERSE LINK INTERFERENCE AMONG ACCESS TERMINALS IN WIRELESS COMMUNICATIONS","ELECTRONICS","29","60","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","138/MUMNP/2012","18/01/2012","METHOD FOR IMPROVING OPACITY","CHEMISTRY","44","20","19/04/2023"
"30/2016","22/07/2016","Mumbai","ORDINARY APPLICATION","140/MUM/2009","22/01/2009","CONTROLLED RELEASE CHRONOTHERAPEUTIC PHARMACEUTICAL COMPOSITION","CHEMISTRY","20","16","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1460/CHENP/2008","25/03/2008","MULTI-PIECE ELECTRICAL RECEPTACLE TERMINAL","ELECTRICAL","29","25","19/04/2023"
"30/2016","22/07/2016","Mumbai","ORDINARY APPLICATION","1514/MUM/2005","08/12/2005","SITE CONVERTIBLE THERMAL STRUCTURE FOR CIRCUIT BREAKER","ELECTRICAL","13","9","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1594/MUMNP/2009","25/08/2009","CIRCUIT DEVICE AND METHOD OF CONTROLLING A VOLTAGE SWING","ELECTRONICS","39","30","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1610/MUMNP/2009","27/08/2009","A PROCESS OF PREPARING CRYSTALLINE POLYMORPHIC FORMS OF COUMPOUND I","CHEMISTRY","62","26","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1656/KOLNP/2010","10/05/2010","A MOLDED INSULATOR AND METHOD OF PRODUCING THE SAME","ELECTRICAL","28","13","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","168/KOLNP/2011","12/01/2011","PROCESS FOR CONTINUOUS MODIFICATION OF DIHYDRATE GYPSUM AND MODIFIED DIHYDRATE GYPSUM OBTAINED BY THE PROCESS","CHEMISTRY","82","16","19/04/2023"
"30/2016","22/07/2016","Kolkata","ORDINARY APPLICATION","1683/KOL/2008","29/09/2008","DEVELOPMENT OF MICROALLOYED 390 Mpa TENSILE GALVANNEALED STEEL","METALLURGY","7","2","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","1704/DEL/2008","18/07/2008","""A PROCESS FOR PRODUCING LIGHT AROMATIC HYDROCARBONS AND LIGHT ALKANES FROM HYDROCARBONACEOUS FEEDSTOCK""","CHEMISTRY","20","12","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","179/DELNP/2009","09/01/2009","""POLYMER BLEND""","POLYMER","30","18","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1810/CHENP/2009","01/04/2009","SUBBAND SCHEDULING AND ADJUSTING POWER AMPLIFIER BACKOFF","ELECTRONICS","48","42","19/04/2023"
"30/2016","22/07/2016","Kolkata","CONVENTION APPLICATION","1895/KOL/2008","03/11/2008","A METHOD OF CHARGING A POWER TRAIN WITH A LOW VOLTAGE BATTERY AND A HIGH VOLTAGE BATTERY","MECHANICAL","29","20","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","191/MUMNP/2007","07/02/2007","SYSTEMS AND METHODS FOR MINIMIZING STATIC LEAKAGE OF AN INTEGRATED CIRCUIT","MECHANICAL","40","44","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1936/KOLNP/2008","14/05/2008","A WASHING MACHINE AND A METHOD OF CONTROLLING A WASHING MACHINE","MECHANICAL","51","6","19/04/2023"
"30/2016","22/07/2016","Mumbai","ORDINARY APPLICATION","1944/MUM/2008","12/09/2008","A SYSTEM SECURING MULTICAST AND BROADCAST COMMUNICATIONS BETWEEN THE BASE STATION AND MOBILE STATIONS IN A WIRELESS METROPOLITAN AREA NETWORK","COMMUNICATION","25","5","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1951/DELNP/2009","24/03/2009","""VACCINE COMPOSITION CONTAINING SYNTHETIC ADJUVANT""","BIOTECHNOLOGY","114","25","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1984/KOLNP/2009","26/05/2009","METHOD FOR PERFORMING ONLINE PROGRAM CHANGES ON AN AUTOMATION SYSTEM","COMPUTER","10","3","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","2000/DEL/2008","25/08/2008","""MECHANICAL LOCK FOR ROLLING MILL OIL FILM BEARING""","MECHANICAL","15","7","19/04/2023"
"30/2016","22/07/2016","Delhi","ORDINARY APPLICATION","2005/DEL/2005","28/07/2005","""A PROCESS FOR PREPARING A DIELECTRIC ELECTROCHROMIC MATERIAL""","ELECTRICAL","14","9","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2013/DELNP/2010","22/03/2010","""CONVERSION METHOD""","CHEMISTRY","13","19","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2014/DELNP/2010","22/03/2010","""CONVERSION METHOD""","CHEMISTRY","17","18","19/04/2023"
"30/2016","22/07/2016","Kolkata","CONVENTION APPLICATION","2119/KOL/2008","08/12/2008","METHOD OF MAKING TITANIUM ALLOY BASED AND TIB REINFORCED COMPOSITE PARTS BY POWDER METALLURGY PROCESS","METALLURGY","32","20","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2124/DELNP/2009","31/03/2009","""METHOD FOR THE PURIFICATION OF A RECOMBINANT DnaK PREPARATION""","BIOTECHNOLOGY","35","16","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","2161/DEL/2004","29/10/2004","""MULTILAYER NANO IMPRINT LITHOGRAPHY""","MECHANICAL","11","12","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2211/MUMNP/2009","27/11/2009","SYSTEMS AND METHODS FOR TRANSMISSION OF WINDOWLESS DATA PACKETS","ELECTRONICS","36","34","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2235/MUMNP/2007","31/12/2007","METHOD FOR SHORT-TERM STORAGE OF LIVER CELLS","CHEMISTRY","21","19","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2323/KOLNP/2009","23/06/2009","METHOD, SYSTEM AND APPARATUS FOR PROTECTING TERMINAL DATA","ELECTRICAL","44","19","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2405/MUMNP/2009","28/12/2009","METHOD AND DEVICE FOR CONTROLLING DATA PREFETCHING FOR A DATA CACHE","ELECTRONICS","22","26","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2411/KOLNP/2010","01/07/2010","PROCESS FOR THE PRODUCTION OF 1,2-PROPANEDIOL","CHEMISTRY","12","13","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2464/CHENP/2008","16/05/2008","LEATHER PRODUCTION METHOD AND PRODUCTS SUITED THEREFOR","CHEMISTRY","16","13","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2714/DELNP/2009","24/04/2009","""COATING COMPOSITIONS WITH HIGH SCRATCH RESISTANCE AND WEATHERING STABILITY""","POLYMER","37","11","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","2733/DEL/2007","27/12/2007","""FUEL DISPENSING FACILITY INCLUDING A VAPOUR RECOVERY DEVICE AND A METHOD IMPLEMENTED  WHEN  USING   THIS   FACILITY""","MECHANICAL","16","8","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2811/DELNP/2007","16/04/2007","STAY CABLE CONSTRUCTION HAVING A CORROSION PROTECTION SYSTEM","CIVIL","22","14","19/04/2023"
"30/2016","22/07/2016","Delhi","ORDINARY APPLICATION","2831/DEL/2008","15/12/2008","A VAPOR PHASE ADSORPTION PROCESS FOR DESULPHURISATION OF TRANSPORTATION FUEL","CHEMISTRY","30","28","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2879/CHENP/2008","09/06/2008","A TRANSMITTER AND A METHOD OF TRANSMITTING INFORMATION","COMMUNICATION","29","15","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2894/CHENP/2009","25/05/2009","A VALVE MEANS","MECHANICAL","25","17","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2932/CHENP/2006","09/08/2006","TWO PANEL NAVIGATION","COMPUTER","13","19","19/04/2023"
"30/2016","22/07/2016","Kolkata","ORDINARY APPLICATION","297/KOL/2005","11/04/2005","FILLING MACHINE OF THE ROTARY TYPE","MECHANICAL","24","15","19/04/2023"
"30/2016","22/07/2016","Kolkata","CONVENTION APPLICATION","3/KOL/2009","01/01/2009","A METHOD OF CONTROLLING AN AUXILIARIES PUMP FOR USE WITH A POWER TRANSMISSION","MECHANICAL","28","7","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3026/DELNP/2004","04/10/2004","""A METHOD OF PRINTING AN IMAGE ON AN OBJECT AND AN APPARATUS THEREOF""","PHYSICS","67","75","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3042/CHENP/2008","17/06/2008","METHODS AND APPARATUS FOR DRIVING A DISPLAY DEVICE","ELECTRONICS","20","20","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","3118/DEL/2005","22/11/2005","""BATTERY AND AUTHENTICATION REQUESTING DEVICE""","ELECTRICAL","39","8","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3166/CHENP/2008","23/06/2008","HIGH MELTING POINT POLYAMIDE","POLYMER","20","23","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3192/CHENP/2009","08/06/2009","METHOD, APPARATUS AND COMPUTER PROGRAM PRODUCT FOR PROVIDING INTELLIGENT SYNCHRONIZATION","COMPUTER","39","43","19/04/2023"
"30/2016","22/07/2016","Mumbai","ORDINARY APPLICATION","3276/MUM/2011","22/11/2011","""METHOD FOR MAGNESIUM OXIDE NANOPARTICLE SYNTHESIS USING SOLAR ENERGY""","MECHANICAL","9","6","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3296/DELNP/2008","22/04/2008","""A THERMOPLASTIC ELASTOMER COMPOSITION""","POLYMER","63","19","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3304/DELNP/2008","22/04/2008","""CONSTRUTION COMPRISING TIE LAYER""","MECHANICAL","69","24","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3341/CHENP/2008","27/06/2008","REMOVABLE VALVE SEAT MEMBER FOR DIAPHRAGM VALVE","MECHANICAL","19","20","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3466/DELNP/2008","26/04/2008","“A METHOD FOR PRODUCING A NANOFIBER POLYMER FILM COMBINATION""","POLYMER","33","21","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3521/KOLNP/2008","28/08/2008","METHOD FOR ENCODING AND DECODING OBJECT-BASED AUDIO SIGNAL AND APPARATUS THEREOF","ELECTRONICS","22","35","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","364/DEL/2009","26/02/2009","""METHOD OF FABRICATING OPTICAL FIBER PREFORM""","MECHANICAL","23","3","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","374/CHENP/2008","23/01/2008","A WIRELESS COMMUNICATION DEVICE USING ADAPTIVE BEAMFORMING","ELECTRONICS","26","53","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3789/CHENP/2007","30/08/2007","SYSTEM FOR THE DETERMINATION OF VESSEL GEOMETRY AND FLOW CHARACTERISTICS","BIOMEDICAL","23","13","19/04/2023"
"30/2016","22/07/2016","Delhi","CONVENTION APPLICATION","385/DEL/2004","03/08/2004","""INTERNAL COMBUSTION ENGINE""","MECHANICAL","37","7","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3880/DELNP/2004","07/12/2004","""AN ELECTRODE PLATE FOR A BATTERY AND METHOD THEREOF""","PHYSICS","21","9","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","389/KOLNP/2008","28/01/2008","PROCESS FOR THE EXTRACTION OF VITIS VINIFERA SEEDS","CHEMISTRY","18","7","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3902/CHENP/2007","07/09/2007","HIV VIF MUTANTS","BIOTECHNOLOGY","85","98","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3949/DELNP/2011","26/05/2011","""SIMPLE METHOD AND SYSTEM FOR RECYCLING MOTHER LIQUOR OF PTA APPARATUS EFFICIENTLY""","CHEMISTRY","24","10","19/04/2023"
"30/2016","22/07/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","395/MUMNP/2010","02/03/2010","FRAGMENT SHADER BYPASS IN A GRAPHICS PROCESSING UNIT, AND APPARATUS AND METHOD THEREOF","ELECTRONICS","35","25","19/04/2023"
"30/2016","22/07/2016","Chennai","CONVENTION APPLICATION","399/CHE/2007","27/02/2007","CLOSURE DEVICE","CIVIL","17","10","19/04/2023"
"30/2016","22/07/2016","Chennai","CONVENTION APPLICATION","399/CHE/2009","24/02/2009","TRANSPORT AND STORAGE CONTAINER FOR LIQUIDS","MECHANICAL","10","8","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3991/CHENP/2008","30/07/2008","SQUIB CONNECTOR WITH IMPROVED COVER CONNECTION","ELECTRICAL","37","20","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4084/CHENP/2007","17/09/2007","PERIPHERAL BRACHYTHERAPY OF PROTRUDING CONFORMABLE ORGANS","BIOMEDICAL","74","145","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","418/DELNP/2004","23/02/2004","""A CATHETER ASSEMBLY AND A METHOD THEREOF""","MECHANICAL","42","22","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4277/CHENP/2008","13/08/2008","HIGH-PRESSURE PUMP, PARTICULARLY FOR A FUEL-INJECTION DEVICE OF AN INTERNAL COMBUSTION ENGINE","MECHANICAL","16","13","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","428/KOLNP/2010","03/02/2010","ALDIMINES COMPRISING HYDROXYL GROUPS, AND COMPOSITIONS CONTAINING ALDIMINES","CHEMISTRY","75","30","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4426/KOLNP/2009","21/12/2009","CONTINUOUS METHODS FOR TREATING LIQUIDS AND MANUFACTURING CERTAIN CONSTITUENTS (E.G., NANOPARTICLES) IN LIQUIDS, APPARATUSES AND NANOPARTICLES AND NANOPARTICLE/LIQUID SOLUTION (S) RESULTING THEREFROM","MECHANICAL","397","32","19/04/2023"
"30/2016","22/07/2016","Chennai","ORDINARY APPLICATION","468/CHE/2006","15/03/2006","METHOD AND SYSTEM FOR AUTOMATIC GAIN CONTROL OF A SPEECH SIGNAL","ELECTRONICS","37","13","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4681/CHENP/2007","22/10/2007","PROCESS FOR SELECTION OF ELEMENTS IN A DRIVER INFORMATION SYSTEM OR IN A NAVIGATIONS SYSTEM OR IN A MOBILE TERMINAL","ELECTRONICS","20","15","19/04/2023"
"30/2016","22/07/2016","Delhi","ORDINARY APPLICATION","474/DEL/2007","02/03/2007","AN IMPROVED HIGH ANGLE CROSSING","CIVIL","9","9","19/04/2023"
"30/2016","22/07/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4747/KOLNP/2008","24/11/2008","MEASURING INSTRUMENT FOR DETERMINING THE ACTUAL CONDITION OF WHEELSETS","MECHANICAL","21","11","19/04/2023"
"30/2016","22/07/2016","Chennai","ORDINARY APPLICATION","476/CHE/2005","25/04/2005","METHOD FOR CUSTOMIZED DOCUMENT  SCANNING AND OUTPUT THEREFOR","PHYSICS","21","10","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5007/DELNP/2009","31/07/2009","""MULTILAYER FILM STRUCTURE""","POLYMER","43","30","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5079/CHENP/2009","28/08/2009","MODIFIED MACROMOLECULE TRANSDUCTION DOMAIN PEPTIDE CAPABLE OF MEDIATING TRANSPORT OF BIOLOGICALLY ACTIVE MOLECULE INTO CELL","CHEMISTRY","189","25","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5196/CHENP/2008","26/09/2008","FLOW METER AND METHOD FOR DETECTING A CABLE FAULT IN A CABLING OF THE FLOW METER","PHYSICS","37","34","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5199/DELNP/2007","05/07/2007","A METHOD AND APPARATUS FOR IMPROVING THE PERFORMANCE OF A MULTI-BAND ANTENNA IN A WIRELESS TERMINAL","ELECTRONICS","19","18","19/04/2023"
"30/2016","22/07/2016","Chennai","CONVENTION APPLICATION","523/CHE/2010","01/03/2010","LEVER OPERATING ARRANGEMENT FOR TRACTOR","MECHANICAL","28","3","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5273/CHENP/2008","30/09/2008","HYDROCRACKING CATALYST AND PROCESS USING INSITU PRODUCED Y-FAUAJASITE","CHEMISTRY","42","10","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5433/CHENP/2008","10/10/2008","PEPTIDES  OF   REGULATORY   OR   ACCESSORY  PROTEINS   OF   HIV AND COMPOSITION COMPRISING  THE SAME","BIOTECHNOLOGY","190","48","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5462/DELNP/2007","16/07/2007","""ANTITUMOR AGENT""","CHEMISTRY","33","27","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5551/CHENP/2007","03/12/2007","HYDROGEN GENERATING DEVICE AS WELL AS FUEL CELL POWER GENERATING DEVICE, ELECTRIC AUTOMOBILE, SUBMERGIBLE SHIP AND HYDROGEN SUPPLY SYSTEM USING THE SAME","ELECTRONICS","95","40","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5591/CHENP/2007","05/12/2007","METHOD AND SYSTEM FOR ASSURING SECURITY OF A TRANSACTION IN A TELECOMMUNICATION NETWORK","ELECTRONICS","16","3","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5623/CHENP/2007","06/12/2007","METHODS FOR FORMING PIGMENT PSEUDOPARTICLES","PHYSICS","47","63","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5790/CHENP/2008","24/10/2008","ANISOTROPIC EXTENSIBLE NONWOVENS","TEXTILE","14","6","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6002/CHENP/2009","09/10/2009","METHOD AND APPARATUS FOR POLLING IN A WIRELESS COMMUNICATION SYSTEM","ELECTRONICS","36","69","19/04/2023"
"30/2016","22/07/2016","Chennai","ORDINARY APPLICATION","601/CHE/2008","11/03/2008","SPEED INDICATION DEVICE FOR MOTOR VEHICLE","ELECTRONICS","10","10","19/04/2023"
"30/2016","22/07/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6054/DELNP/2006","17/10/2006","COMPLEXITY SCALABLE VIDEO ENCODING","ELECTRONICS","38","15","19/04/2023"
"30/2016","22/07/2016","Chennai","DIVISIONAL CONVENTION APPLICATION","610/CHE/2009","18/03/2009","LOAD CONTROL STRUCTURE FOR WORK VEHICLE","PHYSICS","85","7","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6104/CHENP/2008","10/11/2008","TECHNIQUE FOR CONTROLLING EXTERNAL COMMUNICATION OF EMBEDDED DEVICE USING PROXY SERVER","COMPUTER","55","16","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6162/CHENP/2008","12/11/2008","ROTARY DISPLACEMENT PUMP WITH SMALLER RADIAL DIMENSIONS","MECHANICAL","17","9","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","619/CHENP/2010","01/02/2010","HIGH STRENGTH STEEL SHEET EXCELLENT IN BENDING WORKABILITY AND FATIGUE STRENGTH","METALLURGY","37","3","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6364/CHENP/2008","20/11/2008","POWER CONTROL FOR WIRELESS COMMUNICATION SYSTEM","ELECTRONICS","44","52","19/04/2023"
"30/2016","22/07/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6368/CHENP/2008","21/11/2008","A TIME ALERT DEVICE FOR USE TOGETHER WITH AN EARTH LEAKAGE PROTECTION DEVICE","ELECTRICAL","34","17","19/04/2023"
