PUBLICATION_NUMBER,PUBLICATION_DATE,IPO_LOCATION,APPLICATION_TYPE_DESC,APPLICATION_NUMBER,DATE_OF_FILING,TITLE_OF_INVENTION,FIELD_OF_INVENTION,NO_OF_PAGES,NO_OF_CLAIMS,DATE_UPDATED_d_m_y
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01737E+11,28/11/2017,APPARATUS AND METHOD FOR PERFORMING PAGING PROCESS IN WIRELESS COMMUNICATION SYSTEM,COMMUNICATION,42,15,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01737E+11,13/12/2017,SERVICE IMPLEMENTATION METHOD AND APPARATUS IN WIRELESS COMMUNICATION SYSTEM,COMMUNICATION,28,15,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,22/05/2017,NOVEL PROCESSES FOR THE PREPARATION OF IRON(III)-BASED PHOSPHATE ADSORBENT,CHEMISTRY,22,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,12/6/2017,A METHOD OF ENHANCEMENT OF PHOTOLUMINESCENCE IN A CHIRAL NEMATIC LIQUID CRYSTAL,BIOTECHNOLOGY,27,9,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,16/06/2017,SPEECH BASED INTERACTIVE ARTIFICIAL INTELLIGENCE ROBOT,COMPUTER,13,8,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,16/12/2017,SPATIAL REPRESENTATION IN VIRTUAL AND MIXED REALITY,COMPUTER,19,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,28/06/2017,FLAP-BASED UNI-DIRECTIONAL WATERLESS AND ODOURLESS URINAL SYSTEM,CIVIL,21,7,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,20/07/2017,ARTIFICIAL VOICE SYNTHESIZER USING FUZZY LOGIC - THE TRANSLATOR FOR DUMB,ELECTRONICS,4,7,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,12/8/2017,A SMART TOLL COLLECTION SYSTEM UTILIZING INDUSTRIAL SCIENTIFIC MEDICAL BAND OF RADIO FREQUENCY COMMUNICATION,ELECTRONICS,48,16,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,29/08/2017,AN INTEGRATED EQUIPMENT USEFUL FOR DESTALKING AND DESKINNING OF SMALL ONION (SHALLOT) AND SIMILAR,CHEMISTRY,17,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,5/9/2017,PULLULAN-GELATIN CROSS-LINKED BIODEGRADABLE CRYOGEL SCAFFOLD AS AN IMPLANT FOR CARTILAGE TISSUE REPAIRA,BIOTECHNOLOGY,21,9,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,16/09/2017,“ABSORBER ALONG VERTICAL QUADRANT OF HEMISPHERICAL CONCAVE SUNLIGHT REFLECTOR TO ABSORB ENERGY OF REFLECTED SUNLIGHT”,MECHANICAL,33,9,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,24/09/2017,TWO QUADRANT SECTIONED CONCAVE CYLINDRICAL REFLECTORS REFLECTING SUNLIGHT ON ABSORBER ALONG THEIR COINCIDING RADIAL PLANE,MECHANICAL,25,4,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,26/09/2017,SYSTEM AND METHOD FOR VEHICLE NAVIGATION,ELECTRONICS,49,12,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,5/10/2017,LIGHT WEIGHT & HIGH STRENGTH NON-ASBESTOS CORRUGATED FIBER CEMENT ROOFING SHEETS BY AUTOCLAVE METHOD.,POLYMER,23,18,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,13/11/2017,"“ROTATABLE PAIR OF QUADRANT SECTIONED CONCAVE SUNLIGHT REFLECTORS, REFLECTING SUNLIGHT ON MOVABLE SOLAR ENERGY ABSORBER”",MECHANICAL,44,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,23/11/2017,“MOVABLE ABSORBER FOR TRACKING STATIONARY CONCAVE REFLECTOR’S FOCAL LINE OF CONCENTRATED SUNLIGHT THROUGHOUT DAY”,MECHANICAL,56,11,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,27/11/2017,“SOLAR ENERGY ABSORBER PROVIDED ALONG TWO PAIRS OF CONCAVE CYLINDRICAL REFLECTORS VERTICAL AXIS LOWER PART”,MECHANICAL,36,8,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,29/05/2018,FULL LENGTH HLA GENES ANALYSIS METHOD AND KIT,BIOCHEMISTRY,32,12,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,30/11/2017,EXO SKELETON ARM USING BLOCK AND TACKLE MECHANISM,MECHANICAL,29,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,7/12/2017,Adaptive 48V/12V energy system architecture,ELECTRICAL,20,6,19/04/2023
Jul-23,17/02/2023,Chennai,CONVENTION APPLICATION,2.01744E+11,27/03/2017,COMPRESSOR,MECHANICAL,28,4,19/04/2023
Jul-23,17/02/2023,Chennai,CONVENTION APPLICATION,2.01744E+11,11/5/2017,DIGITAL-CENTRIC FULL-DUPLEX ARCHITECTURE,ELECTRONICS,46,24,19/04/2023
Jul-23,17/02/2023,Chennai,CONVENTION APPLICATION,2.01744E+11,29/06/2017,METHOD AND APPARATUS FOR MANAGING COMMUNICATION WHEN A SERVING BEAM BECOMES INVALID IN A WIRELESS COMMUNICATION SYSTEM,ELECTRONICS,58,20,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,14/03/2017,CRYPTOGRAPHIC SYSTEM ARRANGED FOR KEY SHARING,COMMUNICATION,44,15,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,28/03/2017,ARTICLE OF FOOTWEAR UPPER INCORPORATING A TEXTILE COMPONENT WITH TENSILE ELEMENTS,TEXTILE,42,36,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,22/05/2017,SYSTEM MAXIMUM CURRENT PROTECTION,COMPUTER,33,25,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,29/05/2017,PAIRING COMPUTING DEVICES VIA AUDIO COMMUNICATION CHANNELS,ELECTRONICS,59,20,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,8/6/2017,METHOD AND GRAPHIC PROCESSOR FOR MANAGING COLORS OF A USER INTERFACE,COMPUTER,11,12,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,10/7/2017,UPLINK RESOURCE SCHEDULING IN MULTIPLE TIME INSTANCES,ELECTRONICS,15,34,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,18/07/2017,TRANSMITTING DEVICE  RECEIVING DEVICE  AND METHODS PERFORMED THEREIN,COMMUNICATION,22,22,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,19/07/2017,ADAPTIVE SIGNAL LINE LINEARIZATION,COMMUNICATION,26,41,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,19/07/2017,POWER-UP SYSTEM COMPRISING A VOLTAGE COMPARATOR,ELECTRONICS,30,22,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,7/8/2017,CAPACITIVE SENSING CIRCUIT AND TOUCH PANEL,ELECTRONICS,14,14,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,14/09/2017,LIGHTING DEVICE,ELECTRICAL,12,13,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,18/09/2017,CO-SCHEDULING OF TERMINAL DEVICES,ELECTRONICS,40,32,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,28/09/2017,NEURAL NETWORK FOR KEYBOARD INPUT DECODING,COMPUTER,59,15,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,28/09/2017,"ESD DETECTION APPARATUS AND METHOD APPLIED TO DIGITAL INTEGRATED CIRCUIT, AND INTEGRATED CIRCUIT",ELECTRICAL,32,30,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,6/12/2017,COMBINE HARVESTER,MECHANICAL,45,17,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,6/12/2017,ELECTRICITY STORAGE DEVICE,ELECTRICAL,79,14,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,28/03/2018,HERBAL FORMULATION FOR USE IN PREVENTION AND CURE OF DIABETES MELLITUS,CHEMISTRY,20,9,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,1/8/2018,METHOD FOR PREPARATION FOR HERBAL ANTI STRESSOR FORMULATION FOR GOAT,BIOTECHNOLOGY,8,6,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,6/8/2018,A PHARMACEUTICAL COMPOSITION CONTAINING ROSUVASTATIN FOR THE TREATMENT OF PERIODONTITIS AND THE THERAPEUTIC USE THEREOF,CHEMISTRY,9,3,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,10/8/2018,STRIP FOR DETECTION OF NEUTRALIZERS IN MILK,FOOD,12,6,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,30/08/2018,CANDLE IGNITE SENSOR,CHEMISTRY,40,13,19/04/2023
Jul-23,17/02/2023,Delhi,CONVENTION APPLICATION,2.01814E+11,5/7/2018,ROAD FINISHING MACHINE OR CHARGER VEHICLE WITH PUSHING MEANS FOR A MATERIAL TRANSFER PROCESS,MECHANICAL,28,16,19/04/2023
Jul-23,17/02/2023,Delhi,CONVENTION APPLICATION,2.01814E+11,11/10/2018,COMPOSITION FOR TREATING DIABETIC DISEASE,CHEMISTRY,63,3,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,4/1/2018,METHOD FOR DETERMINING RESERVED TONES AND TRANSMITTER FOR PERFORMING PAPR REDUCTION USING TONE RESERVATION,ELECTRONICS,25,15,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,29/01/2018,CONTAINMENT SYSTEM,CIVIL,19,7,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,31/01/2018,NAVIGATION DEVICE WITH TURNTABLE FOR INDEX MEASURING AND METHOD FOR OPERATING THE NAVIGATION DEVICE,PHYSICS,9,8,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,8/2/2018,DISPLAY DRIVING CIRCUIT  DISPLAY DRIVING METHOD AND ELECTRONIC DEVICE,ELECTRONICS,61,20,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,9/3/2018,APPARATUS AND METHOD FOR DEVELOPING FREEZE DRYING PROTOCOLS USING SMALL BATCHES OF PRODUCT,CHEMISTRY,47,45,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,16/03/2018,CHARGER HAVING ACTIVE PROTECTION FUNCTIONALITY AND CHARGING METHOD,ELECTRICAL,22,10,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,6/6/2018,FATTY ACID METHYL ESTER COMPOSITION HAVING A LOW POUR POINT,POLYMER,8,9,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,18/06/2018,TIRE CHARACTERISTIC VALUE MEASUREMENT DEVICE AND TIRE CHARACTERISTIC VALUE MEASUREMENT SYSTEM,PHYSICS,58,8,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,7/8/2018,AIR CONDITIONER,MECHANICAL,41,19,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,17/08/2018,PROCESS FOR THE PREPARATION OF AN AQUEOUS SOLUTION COMPRISING AT LEAST ONE EARTH ALKALI HYDROGEN CARBONATE,CHEMISTRY,78,16,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,29/08/2018,METHOD FOR TREATMENT OF A HOT PYROLYSIS GAS,CHEMISTRY,13,22,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,6/9/2018,MULTI-LAYER COATINGS AND METHODS OF PREPARING THE SAME,CHEMISTRY,49,35,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,29/09/2018,DIAMETER REGULATOR OF A DEVICE USED TO EXTRACT AN ELEMENT THAT IS INSIDE A CAVITY AND METHOD OF USE,MECHANICAL,12,10,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,17/10/2018,PROCESS FOR FOAMING POLYOLEFIN COMPOSITIONS USING A FLUORORESIN/BORON NITRIDE MIXTURE AS A NUCLEATING AGENT,POLYMER,19,10,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,20/11/2018,“A METHOD/APPARATUS FOR FORMING A PRODUCT”,CHEMISTRY,21,15,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,13/12/2018,ETHYLENE/ALPHA-OLEFIN/DIENE INTERPOLYMERS COMPOSITIONS,POLYMER,36,10,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,19/12/2018,OPTICAL IMAGING LENS,PHYSICS,65,42,19/04/2023
Jul-23,17/02/2023,Delhi,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2.01818E+11,18/10/2018,ACC INHIBITORS AND USES THEREOF,CHEMISTRY,377,20,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,27/02/2018,"""SPLIT CASING OPEN DIFFERENTIAL WITHOUT CROSSPIN""",MECHANICAL,19,12,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,7/5/2018,"A PROCESS FOR PREPARING 2,3-DIHYDRO-1,4-BENZODIOXINE-6-CARBALDEHYDE",CHEMISTRY,17,7,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,19/05/2018,NOVEL PHARMACEUTICAL COMPOSITION OF TAMSULOSIN AND DUTASTERIDE,CHEMISTRY,29,19,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,14/11/2018,APPLICATION OF DEEP LEARNING FOR MEDICAL IMAGING EVALUATION,COMPUTER,30,13,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,12/12/2018,MODULAR MULTILEVEL CONVERTER (MMC),ELECTRICAL,23,9,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,6/1/2018,FUSION PROTEINS FOR INHIBITING ANGIOGENESIS,BIOTECHNOLOGY,33,21,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,27/02/2018,ARRAY SUBSTRATE AND METHOD FOR MANUFACTURING THE SAME,ELECTRICAL,15,19,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,18/05/2018,DEVICE AND METHOD FOR TREATMENT OF AN ARTIFICIAL BONE IMPLANT WITH BLOOD,CHEMISTRY,22,13,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,25/06/2018,IRON-FORTIFIED SAVOURY CONCENTRATE,FOOD,15,15,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,25/09/2018,TOUCH CONTROL DISPLAY PANEL,COMPUTER,28,20,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,27/09/2018,DESULFATION METHOD FOR SCR CATALYST,CHEMISTRY,36,27,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,3/10/2018,WIRELESS COMMUNICATION METHOD USING FRAGMENTATION AND WIRELESS COMMUNICATION TERMINAL USING SAME,COMMUNICATION,42,19,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,24/12/2018,TETRAHYDROPYRANYL LOWER ALKYL ESTERS AND THE PRODUCTION OF SAME USING A KETENE COMPOUND,CHEMISTRY,47,17,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,5/2/2018,MUSCARINIC AGONISTS,CHEMISTRY,104,24,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,9/2/2018,CUTTING INSERT AND CUTTING TOOL HAVING SAME MOUNTED THEREON,MECHANICAL,21,15,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,15/02/2018,IMPROVED OXIDATIVE DEHYDROGENATION CATALYST,CHEMISTRY,30,22,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,25/04/2018,PERMANENT MAGNET APPLYING MOTOR,ELECTRICAL,21,8,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,25/07/2018,AIR CAPILLARY VENT FOR A LATERAL FLOW ASSAY DEVICE,CHEMISTRY,22,18,19/04/2023
Jul-23,17/02/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,11/8/2018,3-((HETERO-)ARYL)-ALKYL-8-AMINO-2-OXO-13-DIAZA-SPIRO-[4.5]-DECANE DERIVATIVES,CHEMISTRY,140,27,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,30/01/2018,SYSTEM AND METHOD FOR TRANSMISSION OF DATA,COMMUNICATION,29,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,31/01/2018,COLLAR TYPE GRIPPER ATTACHED BURNISHING TOOL,MECHANICAL,11,2,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,12/2/2018,IMPROVED PROCESS FOR THE PREPARATION OF 2-CHLORO-10-(3-(4-METHYLPIPERAZIN-1-YL)PROPYL)-10H-,CHEMISTRY,28,10,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,14/06/2018,A SINGLE STEP METHOD OF DEPOSITING ZIRCONIA  COATING ON METALLIC SUBSTRATE FOR CORROSION PROTECTION,MECHANICAL,15,8,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,2/7/2018,A SYSTEM FOR COMMUNICATION WITH A REMOTELY CONTROLLED UNDERWATER SUBMERSIBLE DEVICE USING A TETHER,ELECTRICAL,13,6,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,4/10/2018,SYSTEM FOR OFFLOADING DATA AND VIDEO TRAFFIC TO A SUPPLEMENTAL DOWNLINK OVERLAY NETWORK,COMMUNICATION,55,27,19/04/2023
Jul-23,17/02/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,19/11/2018,HYBRID SOLAR EGG INCUBATOR,MECHANICAL,19,7,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,18/01/2018,LLDPE-CONTAINING IMPACT MODIFIER POLYOLEFIN COMPOSITION,POLYMER,27,15,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,16/02/2018,"APPARATUS, SYSTEM AND METHOD OF CELLULAR-ASSISTED WLAN REGULATORY INFORMATION",COMMUNICATION,74,25,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,15/05/2018,METHOD AND SYSTEM FOR CONTROLLING A LIGHTING DEVICE.,ELECTRICAL,22,15,19/04/2023
Jul-23,17/02/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,7/12/2018,TUBULAR DEVICE FOR FITTING TO A TUBULAR LIGHT FITTING,ELECTRICAL,18,9,19/04/2023
Jul-23,17/02/2023,Chennai,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2.01848E+11,30/01/2018,PBCH TRANSMISSION FOR RELIABLE DETECTION OF ANTENNA CONFIGURATION,CIVIL,57,14,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01911E+11,8/1/2019,"PRIMER AND PROBE COMBINATION FOR SIMULTANEOUS DETECTION OF BOVINE HERPESVIRUS 1 (BOHV1) , BRUCELLA ABORTUS AND  PATHOGENIC LEPTOSPIRA SPP.",BIOCHEMISTRY,26,7,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01911E+11,14/05/2019,AN IMPROVED PROCESS FOR THE PREPARATION OF SILICA NANOPARTICLES FOR APPLICATIONS IN CEMENT BASED MATERIALS,CHEMISTRY,21,7,19/04/2023
Jul-23,17/02/2023,Delhi,ORDINARY APPLICATION,2.01911E+11,20/05/2019,TOPICAL COMPOSITION FOR SEXUAL DISORDERS,BIOTECHNOLOGY,21,10,19/04/2023
Jul-23,17/02/2023,Delhi,CONVENTION APPLICATION,2.01914E+11,30/12/2019,CONDUCTIVE PARTICLE,POLYMER,53,14,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,28/01/2019,NONAQUEOUS ELECTROLYTE BATTERY AND BATTERY PACK,ELECTRICAL,63,6,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,31/01/2019,IMIDAZO[12-A]PYRIDINE DERIVATIVES METHODS FOR PREPARING THE SAME AND USE THEREOF,CHEMISTRY,29,10,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,26/02/2019,ADDITIVE COMPOSITION FOR ORALLY DISINTEGRATING TABLET,CHEMISTRY,33,14,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,6/3/2019,SELECTION OF A CARRIER IN MULTI-CARRIER OPERATION SYSTEM,COMMUNICATION,17,69,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,22/03/2019,A PROCESS TO PREPARE A POLYESTER POLYMER AND A POLYESTER POLYMER OBTAINABLE THEREBY,CHEMISTRY,48,15,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,30/04/2019,PESTICIDALLY ACTIVE HETEROCYCLIC DERIVATIVES WITH SULFUR CONTAINING SUBSTITUENTS,CHEMISTRY,79,7,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,19/06/2019,POSITIVE ELECTRODE FOR LITHIUM SECONDARY BATTERY AND LITHIUM SECONDARY BATTERY INCLUDING SAME,ELECTRICAL,38,10,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,23/07/2019,METHOD FOR PRODUCING FEED FROM SECONDARY RESOURCES FROM THE RICE PROCESSING INDUSTRY,FOOD,4,2,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,26/08/2019,"CATALYST FOR PRODUCTION OF METHACRYLIC ACID, CATALYST PRECURSOR FOR PRODUCTION OF METHACRYLIC ACID, METHOD FOR PRODUCING SAID CATALYST AND CATALYST PRECURSOR, METHOD FOR PRODUCING METHACRYLIC ACID, AND METHOD FOR PRODUCING METHACRYLATE ESTER",CHEMISTRY,24,11,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,9/10/2019,FUNCTIONALIZED RESIN HAVING A POLAR LINKER,POLYMER,86,14,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,4/11/2019,GLUCOSE ISOMERASE,BIOCHEMISTRY,182,65,19/04/2023
Jul-23,17/02/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01917E+11,14/11/2019,“CRYSTALLINE FORMS OF A JAK INHIBITOR COMPOUND”,CHEMISTRY,46,27,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01921E+11,17/04/2019,HYBRID ELECTRICAL AND ELECTRONIC CONNECTOR,ELECTRICAL,20,9,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01921E+11,21/06/2019,“BIPYRAZOLYL HYDRATE CRYSTALS PREPARED BY A PROCESS”,MECHANICAL,35,9,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01921E+11,8/9/2019,AUDITO – LOW COST HEARING AID FOR DEAF PERSONS,ELECTRONICS,11,8,19/04/2023
Jul-23,17/02/2023,Mumbai,ORDINARY APPLICATION,2.01921E+11,30/11/2019,AN IMPROVED METHOD FOR DRYING OF SUPER ABSORBENT POLYMER,POLYMER,19,14,19/04/2023
Jul-23,17/02/2023,Mumbai,CONVENTION APPLICATION,2.01924E+11,4/9/2019,REMOTE OPERATED GROUND FAULT CIRCUIT BREAKER,ELECTRICAL,39,15,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01927E+11,18/01/2019,PROCESS FOR PRODUCING ETHANOL FROM CORN COMPRISING DRY-MILLING AND ADDING ALKANESULFONIC ACID TO THE FERMENTED MASH,CHEMISTRY,35,23,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01927E+11,18/05/2019,DROPLET FOR FUELS,CHEMISTRY,29,79,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01927E+11,16/07/2019,A HANDHELD ELECTRIC PACKING MACHINE,ELECTRICAL,7,10,19/04/2023
Jul-23,17/02/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01927E+11,4/9/2019,DECOLORIZATION OF CONCENTRATED RHAMNOLIPID COMPOSITION,CHEMISTRY,12,7,19/04/2023
