"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3537/CHENP/2012","19/04/2012","VISCOUS LIQUID CLEANSING COMPOSITIONS","CHEMISTRY","47","20","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3578/DELNP/2012","24/04/2012","""A SPRAY PROCESS FOR THE RECOVERY OF CO2 FROM A GAS STREAM AND A RELATED APPARATUS""","CHEMISTRY","24","32","19/04/2023"
"21/2018","25/05/2018","Kolkata","ORDINARY APPLICATION","36/KOL/2009","07/01/2009","REMOTE LINKAGE MECHANISM FOR HYDRAULIC VALVE","MECHANICAL","8","NA","19/04/2023"
"21/2018","25/05/2018","Delhi","ORDINARY APPLICATION","3732/DEL/2011","20/12/2011","PHENOLYTIC KINETIC RESOLUTION OF AZIDO AND ALKOXY EPOXIDES","CHEMISTRY","35","10","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3779/DELNP/2010","28/05/2010","""ENGINE""","MECHANICAL","28","3","19/04/2023"
"21/2018","25/05/2018","Kolkata","ORDINARY APPLICATION","380/KOL/2011","22/03/2011","""A SEMI-AUTOMATED SYSTEM FOR LEAKAGE TESTING OF CAPACITOR BOXES""","PHYSICS","13","8","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3822/KOLNP/2009","04/11/2009","ROTOR HUB VIBRATION ATTENUATOR","MECHANICAL","26","27","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3824/DELNP/2008","05/05/2008","METHOD AND SYSTEM FOR AUTONOMOUS CHANNEL COORDINATION FOR A WIRELESS DISTRIBUTION SYSTEM","COMMUNICATION","32","59","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3918/DELNP/2008","07/05/2008","""METHOD FOR TRANSMITTING/RECEIVING ENCRYPTION INFORMATION IN A MOBILE BROADCAST SYSTEM, AND SYSTEM THEREFOR""","COMMUNICATION","40","23","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3938/CHENP/2012","03/05/2012","NON-AQUEOUS PIGMENT DISPERSIONS USING DISPERSION SYNERGISTS","CHEMISTRY","21","10","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3969/KOLNP/2008","29/09/2008","A METALLIC SIDE PLATE, OF A CHAN LINK OF A POWER TRANSMISSION CHAIN","MECHANICAL","22","24","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4049/DELNP/2010","07/06/2010","""ASSAY  FOR DETECTING GENETIC ABNORMALITIES IN GENOMIC NUCLEIC ACIDS""","BIOCHEMISTRY","49","48","19/04/2023"
"21/2018","25/05/2018","Delhi","CONVENTION APPLICATION","406/DEL/2006","14/02/2006","""VEHICLE BODY STRUCTURE OF MOTORCYCLE""","MECHANICAL","27","6","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4096/CHENP/2008","04/08/2008","METHODS AND SYSTEMS FOR SECURE USER COMMUNICATION","COMPUTER","25","16","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4202/CHENP/2010","06/07/2010","SIDE EMITTING DEVICE WITH HYBRID TOP REFLECTOR","ELECTRONICS","11","8","19/04/2023"
"21/2018","25/05/2018","Chennai","DIVISIONAL PCT NATIONAL PHASE APPLICATION","4221/CHENP/2011","15/06/2011","DURABLE FOAM OF DISPERSED OLEFIN POLYMERS AND METHODS OF MAKING THE SAME","BIOTECHNOLOGY","43","29","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4253/DELNP/2009","26/06/2009","""SORBENT PACKAGING""","MECHANICAL","27","25","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4364/CHENP/2011","20/06/2011","ALKALINE RESOL PHENOL-ALDEHYDE RESIN BINDER COMPOSITIONS","METALLURGY","17","16","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4370/CHENP/2009","23/07/2009","""A TIME REVERSAL METHOD OF PROCESSING SYMBOLS IN BIDIRECTIONAL COMMUNICATION""","COMMUNICATION","26","9","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4391/DELNP/2011","10/06/2011","""STABLE INSECTICIDE COMPOSITIONS""","CHEMISTRY","75","15","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4415/DELNP/2012","21/05/2012","""METHOD FOR PRODUCING DABIGATRAN ETEXILATE""","CHEMISTRY","20","16","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4444/KOLNP/2009","22/12/2009","METHOD, APPARATUS AND SYSTEM FOR CODING AND DECODING OF LDPC CODES","ELECTRONICS","50","34","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4464/DELNP/2012","21/05/2012","""2,7-SUBSTITUTED THIENO[3,2-D]PYRIMIDINE COMPOUNDS AS PROTEIN KINASE INHIBITORS""","CHEMISTRY","93","10","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4520/DELNP/2012","22/05/2012","PRODUCTION PROCESS FOR AMINO ACIDS OF THE ASPARTATE FAMILY USING MICROORGANISMS","BIOCHEMISTRY","162","15","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4535/CHENP/2010","20/07/2010","A METHOD FOR AUTHENTICATION BASED ON ETH-CS","COMMUNICATION","28","19","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4569/CHENP/2011","27/06/2011","VEHICLE POSITION MEASUREMENT METHOD AND VEHICLE POSITION MEASUREMENT DEVICE","PHYSICS","27","4","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4608/CHENP/2011","28/06/2011","“PHARMACEUTICAL DOSAGES DELIVERY SYSTEM”","CHEMISTRY","32","25","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4773/KOLNP/2010","14/12/2010","PESTICIDAL ACTIVE MIXTURES COMPRISING ISOXAZOLINE COMPOUNDS I","CHEMISTRY","87","33","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4832/CHENP/2010","03/08/2010","AN ELASTOMER COMPOSITE AND METHOD FOR PRODUCING IT","POLYMER","72","48","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4849/KOLNP/2011","25/11/2011","SIZING COMPOSITION FOR MINERAL WOOL COMPRISING A SACCHARIDE, AN ORGANIC POLYCARBOXYLIC AND A REACTIVE SILICONE, AND INSULATING PRODUCTS OBTAINED","TEXTILE","19","25","19/04/2023"
"21/2018","25/05/2018","Chennai","ORDINARY APPLICATION","49/CHE/2006","12/01/2006","IMPROVING DATA ACCESS SPEED WHILE PROCESSING TRANSACTION REQUESTS FROM WEB BASED APPLICATIONS","COMPUTER","22","10","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","491/CHENP/2012","13/01/2012","LOW VOC SOLVENT-BORNE PRINTING INKS","POLYMER","35","22","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4916/DELNP/2013","03/06/2013","NON AQUEOUS DISPERSIONS COMPRISING A NONLINEAR ACRYLIC STABILIZER","POLYMER","34","27","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4940/CHENP/2011","11/07/2011","CONTINUOUS METHOD FOR PRODUCING SUBSTITUTED CYCLOHEXYLMETHANOLS","CHEMISTRY","34","12","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4996/CHENP/2010","10/08/2010","SELECTIVE A PRIORI REACTIVE ROUTING","COMMUNICATION","26","20","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5075/CHENP/2010","13/08/2010","HERBICIDE COMBINATIONS CONTAINING A HERBICIDE FROM THE CLASS OF DIAMINO-S-TRIAZINES","CHEMISTRY","97","12","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5091/CHENP/2011","15/07/2011","ETHYLENE POLYMERIZATION IN A HIGH PRESSURE REACTOR WITH IMPROVED INITIATOR FEEDING","POLYMER","17","15","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5148/CHENP/2012","12/06/2012","METHOD FOR PRODUCING HYDRIDOSILANES","CHEMISTRY","25","11","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","524/DELNP/2011","21/01/2011","""COMPOSITIONS AND METHODS FOR ANTIBODIES TARGETING COMPLEMENT PROTEIN C5""","BIOTECHNOLOGY","263","39","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5278/DELNP/2013","13/06/2013","METHODS OF MAKING FUSED RING COMPOUNDS","CHEMISTRY","97","23","19/04/2023"
"21/2018","25/05/2018","Delhi","CONVENTION APPLICATION","535/DEL/2009","20/03/2009","""INTEGRATED PROCESS TO PRODUCE 2,3,3,3-TETRAFLUOROPROPENE""","CHEMISTRY","46","19","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","54/KOLNP/2008","03/01/2008","METHOD AND PLANT FOR MANUFACTURING ARTICLES IN THE FORM OF SHEETS OR BLOCKS OF CONGLOMERATE STONE OR STONE-LIKE MATERIAL","MECHANICAL","13","12","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5495/DELNP/2008","24/06/2008","METHODS AND APPARATUS FOR PARALLEL IMPLEMENTATIONS OF 4:4:4 CODING","ELECTRONICS","34","22","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5503/DELNP/2011","18/07/2011","""POLYMER SHELLS""","CHEMISTRY","49","27","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5619/DELNP/2010","06/08/2010","""AN INFORMATION LIFE-CYCLE MANAGEMENT METHOD""","COMPUTER","177","9","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5654/DELNP/2008","30/06/2008","""RADIATION CURABLE RESIN COMPOSITION AND RAPID THREE DIMENSIONAL IMAGING PROCESS USING THE SAME""","PHYSICS","50","32","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","567/KOLNP/2009","12/02/2009","METHOD FOR CONTROLLING A WIND TURBINE CONNECTED TO THE UTILITY GRID, WIND TURBINE AND WIND PARK","MECHANICAL","31","18","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5816/CHENP/2011","11/08/2011","AMINATION OF VINYL AROMATIC POLYMERS WITH TERTIARY AMINES","CHEMISTRY","26","20","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","596/DELNP/2009","27/01/2009","""A COMPOUND OF FORMULA 1""","CHEMISTRY","131","63","19/04/2023"
"21/2018","25/05/2018","Chennai","ORDINARY APPLICATION","600/CHE/2009","18/03/2009","LUBRICATION OIL PUMP DRIVE MECHANISM FOR IC ENGINES","MECHANICAL","9","6","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6108/DELNP/2011","11/08/2011","SYNTHESIS OF CYCLIC CARBONATES","CHEMISTRY","53","29","19/04/2023"
"21/2018","25/05/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","627/MUMNP/2014","08/04/2014","SOLAR CONTROL GLAZING COMPRISING A LAYER OF AN ALLOY CONTAINING NICU","CHEMISTRY","23","12","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6316/CHENP/2009","26/10/2009","""BUTENE-1 TERPOLYMERS AND PROCESS FOR THEIR PREPARATION""","POLYMER","19","8","19/04/2023"
"21/2018","25/05/2018","Delhi","CONVENTION APPLICATION","633/DEL/2004","31/03/2004","""EXHAUST GAS SENSOR MOUNTING STRUCTURE ON CYLINDER HEAD OF INTERNAL COMBUSTION ENGINE""","MECHANICAL","41","5","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6398/DELNP/2012","19/07/2012","HUMAN ANTIBODIES SPECIFICALLY BINDING TO THE HEPATITIS B VIRUS SURFACE ANTIGEN","BIOTECHNOLOGY","48","12","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6488/DELNP/2008","24/07/2008","""METHOD  FOR CONTINUAL PREPARATION OF POLYCRYSTALLINE SILICON USING A FLUIDIZED BED REACTOR""","CHEMISTRY","79","19","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6606/DELNP/2013","24/07/2013","COATED ABRASIVE AGGREGATES AND PRODUCTS CONTAINING SAME","CHEMISTRY","43","33","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6619/DELNP/2006","08/11/2006","A COMPOUND OF FORMULA (VII)","CHEMISTRY","498","42","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","662/DELNP/2013","21/01/2013","CONTINUOUS PROCESS FOR THE PRODUCTION OF BRANCHED POLYCARBONATE","POLYMER","65","8","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6698/CHENP/2010","20/10/2010","TEST SYSTEM","BIOTECHNOLOGY","18","23","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6823/CHENP/2008","12/12/2008","COMPOSITE SPARK PLUG","ELECTRICAL","30","48","19/04/2023"
"21/2018","25/05/2018","Mumbai","ORDINARY APPLICATION","684/MUM/2010","15/03/2010","""STABILIZED PROLONGED RELEASE PHARMACEUTICAL COMPOSITION COMPRISING ATYPICAL ANTIPSYCHOTIC""","CHEMISTRY","25","10","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","691/KOLNP/2005","21/04/2005","NOVAL AQUEOUS ADHESIVE COMPOSITIONS PREPARED ESSENTIALLY FROM LEGUME STARCH","POLYMER","17","15","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6957/CHENP/2011","27/09/2011","“A METHOD AND SYSTEM FOR STABILIZING ENERGY PROVIDED BY AN ENERGY SOURCE”","ELECTRICAL","77","57","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6966/DELNP/2009","29/10/2009","""METHOD FOR OPERATING A WIND FARM COMPRISING A PLURALITY OF WIND TURBINES""","MECHANICAL","23","21","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6966/DELNP/2012","08/08/2012","ANTAGONIST ANTI IL 7 RECEPTOR ANTIBODIES AND METHODS","BIOTECHNOLOGY","141","17","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7003/CHENP/2008","19/12/2008","METHOD AND DEVICE FOR ENHANCED BLOOD FLOW","BIOMEDICAL","34","26","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7104/CHENP/2010","03/11/2010","SELF CALIBRATION OF DOWNLINK TRANSMIT POWER","COMMUNICATION","71","40","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","713/DELNP/2007","25/01/2007","""VERIFYING AVAILABILITY OF IDLE-MODE MOBILES SUBSCRIBER STATION IN WIRELESS ACCESS SYSTEM""","COMMUNICATION","40","45","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7273/DELNP/2011","22/09/2011","""SEPARATION  OF R - 1233 FROM HYDROGEN FLUORIDE""","CHEMISTRY","11","8","19/04/2023"
"21/2018","25/05/2018","Delhi","ORDINARY APPLICATION","731/DEL/2011","16/03/2011","PROCESS FOR PREPARING FATTY ACID METHYL ESTER","CHEMISTRY","14","10","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7429/DELNP/2008","01/09/2008","""CARBIDE CUTTING TOOL AND METHOD OF MAKING SUCH A TOOL""","CHEMISTRY","20","19","19/04/2023"
"21/2018","25/05/2018","Mumbai","ORDINARY APPLICATION","745/MUM/2008","31/03/2008","""COMMON MECHANICAL INTERLOCK ASSEMBLY FOR SWITCHING DEVICES""","ELECTRICAL","32","12","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7468/DELNP/2013","23/08/2013","METHOD AND SYSTEM FOR PREPARING HIGH PURITY HYDROGEN CHLORIDE","CHEMISTRY","26","8","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","766/CHENP/2009","10/02/2009","ULTRASOUND TRANSDUCER FEATURING A PITCH INDEPENDENT INTERPOSER AND METHOD OF MAKING THE SAME","ELECTRONICS","34","28","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7675/DELNP/2008","11/09/2008","""A METHOD AND A DEVICE FOR TRANSMITTING ROTARY MOTION""","ELECTRICAL","17","16","19/04/2023"
"21/2018","25/05/2018","Kolkata","CONVENTION APPLICATION","772/KOL/2009","20/05/2009","METHOD OF PRODUCING OPTICAL FIBER PREFORM","METALLURGY","49","14","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","783/DELNP/2014","03/02/2014","ZIRCONIUM PRETREATMENT COMPOSITIONS CONTAINING A RARE EARTH METAL  ASSOCIATED METHODS FOR TREATING METAL SUBSTRATES  AND RELATED COATED METAL SUBSTRATES","CHEMISTRY","31","22","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7851/DELNP/2010","08/11/2010","""NOVEL CATALYTIC SYSTEMS FOR THE RING-OPENING (CO) POLYMERIZATION OF LACTONES""","POLYMER","27","22","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8019/DELNP/2013","12/09/2013","METHOD FOR PRODUCING IMPROVED RUBBERIZED CONCRETE USING WASTE RUBBER TIRES","CHEMISTRY","31","15","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8069/CHENP/2010","13/12/2010","METHOD FOR PREDICTING THE OCCURRENCE OF LONGITUDINAL CRACKS IN CONTINUOUS CASTING","ELECTRONICS","7","8","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8181/CHENP/2012","24/09/2012","COLUMNAR ALUMINUM TITANATE AND METHOD FOR PRODUCING SAME","METALLURGY","35","9","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8387/DELNP/2011","31/10/2011","""SPEECH ENCODING DEVICE, SPEECH DECODING DEVICE, SPEECH ENCODING METHOD, SPEECH DECODING METHOD, SPEECH ENCODING PROGRAM, AND SPEECH DECODING PROGRAM""","ELECTRONICS","193","39","19/04/2023"
"21/2018","25/05/2018","Kolkata","ORDINARY APPLICATION","840/KOL/2010","30/07/2010","FORMULATIONS CONTAINING CATECHIN FLAVONOIDS MIXTURE PRODUCED BY MEMBRANE SEPARATION TECHNOLOGY","BIOTECHNOLOGY","21","5","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8575/CHENP/2010","29/12/2010","A BATTERY UNIT ARRANGEMENT FOR HIGH VOLTAGE APPLICATIONS, CONNECTOR AND DISCONNECTOR ARRANGEMENT AND METHOD","ELECTRICAL","19","17","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","872/KOLNP/2010","08/03/2010","OPERATING METHOD FOR A ROLLING TRAIN WITH CURVATURE DETECTION","MECHANICAL","65","19","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8910/DELNP/2012","12/10/2012","PRODUCTION OF ATORVASTATIN LOW IN ETHER IMPURITIES","CHEMISTRY","12","7","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","897/CHENP/2011","08/02/2011","SCALABLE PROCESS FOR CULTURING ADHERENT HUMAN CELLS AND PRODUCING PRODUCTS THEREFROM","BIOTECHNOLOGY","17","10","19/04/2023"
"21/2018","25/05/2018","Kolkata","ORDINARY APPLICATION","915/KOL/2008","21/05/2008","COMPACT POLYMERIC INSULATOR FOR GAS FILLED EQUIPMENT","ELECTRICAL","10","2","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","9251/DELNP/2011","25/11/2011","""AQUEOUS POLYVINYLIDENE FLUORIDE COMPOSITION""","CHEMISTRY","33","24","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","9343/DELNP/2007","04/12/2007","""METHOD AND SYSTEM FOR LUMINANCE CHARACTERIZATION""","ELECTRICAL","41","20","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","96/DELNP/2009","06/01/2009","""METHODS FOR TRANSMITTING AND RECEIVING A MULTICARRIER SIGNAL, CARRYING OUT A CHANNEL ESTIMATION, AND CORRESPONDING DEVICES AND COMPUTER PROGRAM PRODUCTS""","COMMUNICATION","45","17","19/04/2023"
"21/2018","25/05/2018","Chennai","PCT NATIONAL PHASE APPLICATION","9602/CHENP/2013","29/11/2013","COKE DRY QUENCHING FACILITY","CHEMISTRY","29","1","19/04/2023"
"21/2018","25/05/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","968/MUMNP/2010","10/05/2010","TRANSMISSION METHOD AND DEVICE IN LONG TERM EVOLUTION TIME DIVISION DUPLEX SYSTEM","ELECTRONICS","36","18","19/04/2023"
"21/2018","25/05/2018","Delhi","PCT NATIONAL PHASE APPLICATION","9784/DELNP/2011","13/12/2011","""HEMOSTATIC SPONGE""","CHEMISTRY","19","20","19/04/2023"
"21/2018","25/05/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","990/KOLNP/2010","17/03/2010","MAIN COOLANT PUMP","MECHANICAL","16","7","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","01124/DELNP/2003","17/07/2003","""SUBSTITUTED AZAINDOLEOXOACETIC PIPERAZINE COMPOUND""","CHEMISTRY","373","66","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","10197/DELNP/2012","23/11/2012","METHOD FOR CONVERTING CARBON AND HYDOCARBON CRACKING AND APPARATUS FOR HYDROCARBON CRACKING","CHEMISTRY","17","20","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","10238/DELNP/2011","26/12/2011","""GREEN AND ATOM-ECONOMICAL PROCESSES FOR PRODUCING PHENOLIC ANTIOXIDANTS""","CHEMISTRY","18","19","19/04/2023"
"22/2018","01/06/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","1068/MUMNP/2012","27/04/2012","“A METHOD AND APPARATUS FOR DYNAMIC SENSOR CORRECTION”","PHYSICS","34","33","19/04/2023"
"22/2018","01/06/2018","Chennai","PCT NATIONAL PHASE APPLICATION","1086/CHENP/2011","17/02/2011","MOLECULAR PROBE PRECURSOR FOR IMAGING OF PANCREATIC ISLET, AND USE THEREOF","CHEMISTRY","56","14","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","1089/DELNP/2012","06/02/2012","LIQUID CARBON DIOXIDE ABSORBENT AND METHODS OF USING THE SAME","CHEMISTRY","33","27","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","1090/DELNP/2008","07/02/2008","""BLOW MOLDING POLYETHYLENE RESINS""","POLYMER","33","25","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","11069/DELNP/2012","20/12/2012","PROCESS FOR PRODUCING A METHANE CONTAINING GAS FROM SYNTHESIS GAS AND METHANE PRODUCTION PLANT FOR CARRYING OUT THE PROCESS","CHEMISTRY","14","7","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","1149/DELNP/2010","19/02/2010","""OPERATION STATUS DIAGNOSING DEVICE FOR EXTERNAL CONTROL MEANS""","PHYSICS","35","4","19/04/2023"
"22/2018","01/06/2018","Delhi","ORDINARY APPLICATION","1164/DEL/2011","20/04/2011","A LOW COST, DISPOSABLE, AMBIENT TEMPERATURE COLORIMETRIC SENSOR ARRAY FOR DETECTION AND IDENTIFICATION OF EIGHT TOXIC GASES","CHEMISTRY","30","10","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","1183/DELNP/2013","07/02/2013","FUNCTIONALIZABLE SYNTHETIC HYDROCARBON FLUIDS AND INTEGRATED METHOD OF FOR PRODUCTION THEREOF","POLYMER","71","23","19/04/2023"
"22/2018","01/06/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","1206/MUMNP/2010","07/06/2010","METHOD OF CODING A SECRET FORMED BY A NUMERICAL VALUE","COMMUNICATION","20","8","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","1216/DELNP/2012","09/02/2012","""CRYSTALLIZATION METHOD AND BIOAVAILABILITY""","CHEMISTRY","81","29","19/04/2023"
"22/2018","01/06/2018","Delhi","PCT NATIONAL PHASE APPLICATION","1230/DELNP/2010","23/02/2010","METHOD AND DEVICE FOR PREVENTING CORROSION IN HOT WATER SYSTEMS","CHEMISTRY","26","16","19/04/2023"
"22/2018","01/06/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","1260/MUMNP/2010","15/06/2010","“A SYSTEM AND METHOD FOR PROCESSING A GNSS RADIOLOCALIZATION SIGNAL”","COMPUTER","19","17","19/04/2023"
"22/2018","01/06/2018","Delhi","ORDINARY APPLICATION","1278/DEL/2011","02/05/2011","AN IMPROVED ABRASION RESISTANT AND HYDROPHOBIC COMPOSITION FOR COATING PLASTIC SURFACES AND A PROCESS FOR ITS PREPATATON","CHEMISTRY","25","24","19/04/2023"
"22/2018","01/06/2018","Delhi","CONVENTION APPLICATION","1294/DEL/2007","15/06/2007","""MAGNETIC CLAMPING DEVICE, INJECTION MOULDING MACHINE FITTED
WITH SUCH A DEVICE”","ELECTRICAL","30","15","19/04/2023"
"22/2018","01/06/2018","Mumbai","ORDINARY APPLICATION","1321/MUM/2010","23/04/2010","""AN IMPROVED PROCESS FOR THE PREPARATION OF AMORPHOUS FORM OF PITAVASTATIN CALCIUM""","CHEMISTRY","10","10","19/04/2023"
"22/2018","01/06/2018","Delhi","CONVENTION APPLICATION","1421/DEL/2009","10/07/2009","PORTABLE CRANE SYSTEM FOR WIND TURBINE COMPONENTS","MECHANICAL","29","10","19/04/2023"
